Dog Name,Adaptability,Adapts Well To Apartment Living,Good For Novice Dog Owners,Sensitivity Level,Tolerates Being Alone,Tolerates Cold Weather,Tolerates Hot Weather,All-around friendliness,Best Family Dogs,Kid-Friendly,Dog Friendly,Friendly Toward Strangers,Health And Grooming Needs,Shedding,Drooling Potential,Easy To Groom,General Health,Potential For Weight Gain,Size,Trainability,Easy To Train,Intelligence,Potential For Mouthiness,Prey Drive,Tendency To Bark Or Howl,Wanderlust Potential,Exercise needs,High Energy Level,Intensity,Exercise Needs,Potential For Playfulness,Officially Recognized,Temperament,Height,Weight,Life Expectancy,FeaturedImageURL,AdditionalImageURLs
American Bulldog,2,1,1,4,1,2,2,3,5,4,2,2,3,1,4,4,3,2,4,3,4,3,2,4,2,3,4,4,4,4,4,Yes,loyal / self-confident,22-25 inches (males); 20-23 inches (females),75-100 pounds (males); 60-80 pounds (females),10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bulldog/American Bulldog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bulldog/American Bulldog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bulldog/American Bulldog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bulldog/American Bulldog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bulldog/American Bulldog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bulldog/American Bulldog-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bulldog/American Bulldog-6.jpg
American Bulldog Shepherd,3,2,2,4,2,2,4,4,5,4,3,3,3,4,2,3,3,3,4,3,4,4,2,4,3,2,4,3,5,4,4,No,"Loyal, Protective, Intelligent, Energetic",20-28 inches,60-120 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bulldog Shepherd/American Bulldog Shepherd-featured.jpg,
American Bullhuahua,3,2,2,4,2,3,3,4,5,3,3,3,3,3,3,5,4,1,2,3,4,4,2,4,4,2,3,3,3,3,4,No,"Affectionate, Playful, Loyal",10-14 inches,10-30 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bullhuahua/American Bullhuahua-featured.jpg,
American Bull Jack,3,2,2,4,3,2,4,4,5,3,3,3,3,3,2,4,4,1,3,4,4,5,3,4,3,3,5,5,5,4,5,No,"Loyal, Intelligent, Energetic",18-24 inches,35-75 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bull Jack/American Bull Jack-featured.jpg,
American Bullweiler,3,2,2,4,2,3,3,4,5,4,3,2,3,3,3,4,3,3,4,3,4,4,2,4,3,2,4,3,4,4,4,No,"Loyal, Protective, Intelligent",22-28 inches,70-120 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bullweiler/American Bullweiler-featured.jpg,
American Bully,3,4,4,3,3,2,4,4,5,4,3,4,4,3,4,4,4,3,4,3,3,3,4,3,3,3,4,4,4,4,5,No,"Friendly, Confident, Loyal",17-20 inches (male),70-120 pounds (male),10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bully/American Bully-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bully/American Bully-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bully/American Bully-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bully/American Bully-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bully/American Bully-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Bully/American Bully-5.jpg
American Chow Bulldog,3,1,1,5,2,4,3,3,5,2,2,2,3,3,2,2,4,1,3,3,2,5,2,4,3,2,3,3,4,3,3,No,"Loyal, Protective, Confident",20-26 inches,50-90 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Chow Bulldog/American Chow Bulldog-featured.jpg,
American Eagle Dog,3,2,3,3,2,4,2,5,5,5,5,3,3,3,1,3,4,3,2,3,3,4,2,4,4,3,4,4,3,4,4,No,"Loyal, Friendly, Protective",20-28 inches,50-90 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Eagle Dog/American Eagle Dog-featured.jpg,
American English Coonhound,3,1,2,5,2,4,4,5,5,5,4,5,3,3,1,5,4,3,3,5,5,4,3,5,5,5,5,5,5,5,5,Yes,sociable / sweet / mellow,24-26 inches (male),45-65 pounds,11-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American English Coonhound/American English Coonhound-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American English Coonhound/American English Coonhound-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American English Coonhound/American English Coonhound-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American English Coonhound/American English Coonhound-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American English Coonhound/American English Coonhound-4.jpg
American Eskimo Dog,4,5,4,4,2,5,3,5,5,5,5,4,3,5,1,3,5,4,2,4,5,4,3,3,4,3,4,5,3,4,5,Yes,Loyal / Smart / Versatile,9-12 inches (toy),6-10 pounds (toy),13-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Eskimo Dog/American Eskimo Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Eskimo Dog/American Eskimo Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Eskimo Dog/American Eskimo Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Eskimo Dog/American Eskimo Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Eskimo Dog/American Eskimo Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Eskimo Dog/American Eskimo Dog-5.jpg
American Foxeagle,3,2,3,3,2,3,4,5,5,5,5,4,3,2,3,5,4,3,3,4,3,4,2,5,5,3,4,4,3,4,4,No,"Friendly, Loyal, Active",18-24 inches,30-60 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Foxeagle/American Foxeagle-featured.jpg,
American Foxhound,2,1,2,2,1,4,4,5,4,5,5,4,4,3,1,5,5,5,3,4,2,3,3,4,5,5,5,5,4,5,5,Yes,independent / easy-going / sweet-tempered,22-25 inches (male),65-70 pounds (male),11-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Foxhound/American Foxhound-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Foxhound/American Foxhound-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Foxhound/American Foxhound-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Foxhound/American Foxhound-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Foxhound/American Foxhound-4.jpg
American Foxy Dane,3,2,3,3,3,3,4,5,5,5,5,4,4,2,4,5,3,3,4,3,3,4,1,3,4,2,4,4,3,4,4,No,"Gentle, Affectionate, Playful",28-32 inches (male),90-160 pounds (male),8-10 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Foxy Dane/American Foxy Dane-featured.jpg,
American French Bull Terrier,3,3,2,4,2,3,3,4,5,4,3,3,3,3,2,4,3,2,2,3,3,3,2,4,3,2,3,3,3,3,4,No,"Affectionate, Playful, Intelligent",11-12 inches,25-35 pounds,10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American French Bull Terrier/American French Bull Terrier-featured.jpg,
American Hairless Terrier,3,4,3,3,2,1,3,4,4,4,3,3,3,1,1,5,4,4,2,3,3,4,3,4,3,3,4,4,3,3,5,Yes,alert / curious / energetic,12-16 inches,12-28 pounds,14-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Hairless Terrier/American Hairless Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Hairless Terrier/American Hairless Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Hairless Terrier/American Hairless Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Hairless Terrier/American Hairless Terrier-3.jpg
American Lab Foxhound,3,2,3,3,2,3,4,5,5,5,5,5,3,2,2,5,4,3,3,3,5,4,1,3,4,3,4,4,3,4,5,No,"Friendly, Active, Gentle",21-25 inches,50-75 pounds,10-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Lab Foxhound/American Lab Foxhound-featured.jpg,
American Leopard Hound,3,2,4,3,3,4,4,4,5,4,4,3,3,2,2,4,4,2,4,4,4,4,3,4,4,4,4,4,3,4,4,Yes,intelligent / sociable / energetic,22 - 27 males,45 - 75 lbs males,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Leopard Hound/American Leopard Hound-featured.jpg,
American Molossus,2,1,2,3,3,2,3,4,5,4,4,3,4,3,3,5,3,4,5,3,3,3,1,3,3,2,4,3,4,4,3,No,"Loyal, Protective, Confident",24-30 inches (male),90-130 pounds (male),10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Molossus/American Molossus-featured.jpg,
American Pit Bull Terrier,3,3,2,4,1,2,3,4,5,5,1,5,3,4,1,5,4,3,3,4,4,4,5,3,3,4,5,4,5,4,5,No,"Friendly, Intelligent, Loyal",17-21 inches (male),30-65 pounds (male),12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pit Bull Terrier/American Pit Bull Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pit Bull Terrier/American Pit Bull Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pit Bull Terrier/American Pit Bull Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pit Bull Terrier/American Pit Bull Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pit Bull Terrier/American Pit Bull Terrier-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pit Bull Terrier/American Pit Bull Terrier-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pit Bull Terrier/American Pit Bull Terrier-6.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pit Bull Terrier/American Pit Bull Terrier-7.jpg
American Pit Corso,3,2,2,4,2,3,4,4,5,4,3,2,4,2,3,5,4,3,5,3,4,4,2,5,2,3,5,5,5,5,5,No,"Loyal, Intelligent, Protective",18-24 inches,60-100 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pit Corso/American Pit Corso-featured.jpg,
American Pugabull,3,3,3,4,1,2,3,4,5,4,3,3,3,3,3,4,2,3,3,3,3,3,2,4,4,2,4,4,4,3,5,No,"Loving, Loyal, Playful",12-16 inches,20-35 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Pugabull/American Pugabull-featured.jpg,
American Rat Pinscher,3,3,3,3,3,2,4,4,5,4,4,2,3,2,3,5,4,3,2,4,3,4,2,5,3,4,4,4,3,3,4,No,"Energetic, Alert, Loyal",10-18 inches,10-25 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Rat Pinscher/American Rat Pinscher-featured.jpg,
American Staffordshire Terrier,2,2,2,3,2,2,3,4,4,4,2,4,3,2,3,4,3,2,3,4,4,4,5,3,4,3,4,3,5,3,4,Yes,good-natured / confident / smart,18-19 inches (male),55-70 pounds (male),12-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Staffordshire Terrier/American Staffordshire Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Staffordshire Terrier/American Staffordshire Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Staffordshire Terrier/American Staffordshire Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Staffordshire Terrier/American Staffordshire Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Staffordshire Terrier/American Staffordshire Terrier-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Staffordshire Terrier/American Staffordshire Terrier-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Staffordshire Terrier/American Staffordshire Terrier-6.jpg
American Water Spaniel,3,2,2,5,1,2,4,4,5,5,2,3,3,3,1,3,3,3,3,4,4,3,5,2,3,5,4,5,2,5,5,Yes,charming / eager / happy,15-18 inches,30-45 pounds (male),10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/American Water Spaniel/American Water Spaniel-featured.jpg,
Amstiff,2,1,2,3,2,3,3,3,5,4,2,2,4,3,4,4,3,3,5,3,4,4,1,4,3,2,3,3,3,3,4,No,"Affectionate, Loyal, Protective",24-28 inches (male),70-120 pounds (male),10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Amstiff/Amstiff-featured.jpg,
Anatolian Pyrenees,3,1,3,3,3,5,1,4,5,4,4,2,3,4,2,1,4,2,4,2,3,4,3,3,3,3,5,5,4,5,4,No,"Loyal, Protective, Independent",24-32 inches,85-150 pounds,10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Pyrenees/Anatolian Pyrenees-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Pyrenees/Anatolian Pyrenees-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Pyrenees/Anatolian Pyrenees-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Pyrenees/Anatolian Pyrenees-3.jpg
Anatolian Shepherd Dog,3,1,2,4,3,5,3,2,3,2,2,1,3,2,3,4,3,3,5,3,4,4,2,2,2,4,3,3,3,3,3,Yes,reserved / independent / loyal,29 inches (male),110-150 pounds (male),11-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Shepherd Dog/Anatolian Shepherd Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Shepherd Dog/Anatolian Shepherd Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Shepherd Dog/Anatolian Shepherd Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Shepherd Dog/Anatolian Shepherd Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Shepherd Dog/Anatolian Shepherd Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Shepherd Dog/Anatolian Shepherd Dog-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Anatolian Shepherd Dog/Anatolian Shepherd Dog-6.jpg
Appenzeller Sennenhunde,3,1,3,3,1,5,4,4,5,5,3,2,3,3,1,5,4,3,3,4,4,4,5,3,5,3,4,4,4,5,4,Yes,versatile / agile / lively,20 -22 inches,48-70 pounds,13-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Appenzeller Sennenhunde/Appenzeller Sennenhunde-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Appenzeller Sennenhunde/Appenzeller Sennenhunde-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Appenzeller Sennenhunde/Appenzeller Sennenhunde-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Appenzeller Sennenhunde/Appenzeller Sennenhunde-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Appenzeller Sennenhunde/Appenzeller Sennenhunde-4.jpg
Armenian Gampr,2,3,2,3,2,4,3,4,5,4,4,2,3,3,2,3,4,2,5,2,4,4,3,3,3,2,4,4,4,4,4,No,"Loyal, Watchful, Independent",24-30 inches (male),75-120 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Armenian Gampr/Armenian Gampr-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Armenian Gampr/Armenian Gampr-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Armenian Gampr/Armenian Gampr-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Armenian Gampr/Armenian Gampr-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Armenian Gampr/Armenian Gampr-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Armenian Gampr/Armenian Gampr-5.jpg
Auggie,3,2,3,4,3,4,3,5,5,5,5,4,3,4,1,2,3,4,3,4,5,5,3,3,4,3,5,5,4,5,5,No,"Affectionate, Intelligent, Playful",10-15 inches,20-30 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Auggie/Auggie-featured.jpg,
Aussalier,3,3,2,4,2,3,2,4,5,4,4,3,3,3,2,3,4,3,2,4,4,5,1,4,4,3,4,4,4,4,5,No,"Affectionate, Intelligent, Energetic",12-18 inches,25-50 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussalier/Aussalier-featured.jpg,
Aussie Rottie,2,1,2,4,1,3,3,4,5,4,3,3,4,3,3,3,4,4,4,3,3,5,2,3,3,4,5,5,5,5,5,No,"Loyal, Intelligent, Protective, Energetic",20-25 inches (male),50-90 pounds (male),10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussie Rottie/Aussie Rottie-featured.jpg,
Aussie Shiba,2,1,1,5,1,3,3,3,4,3,2,2,3,3,1,3,3,2,3,4,3,5,3,5,3,3,4,4,5,4,4,No,"Loyal, Intelligent, Energetic",18-24 inches,30-55 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussie Shiba/Aussie Shiba-featured.jpg,
Aussie Chi,3,2,2,4,2,3,3,4,5,4,4,3,3,3,1,3,3,4,2,3,3,5,2,1,3,3,4,4,4,4,5,No,"Loyal, Energetic, Intelligent",10-20 inches,5-20 pounds,12-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussie Chi/Aussie Chi-featured.jpg,
Aussiedoodle,3,2,3,3,2,3,3,4,5,4,4,4,4,3,4,3,4,4,3,4,5,5,3,3,2,3,5,5,4,5,5,No,"Friendly, Intelligent, Energetic",10-15 inches,25-70 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussiedoodle/Aussiedoodle-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussiedoodle/Aussiedoodle-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussiedoodle/Aussiedoodle-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussiedoodle/Aussiedoodle-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussiedoodle/Aussiedoodle-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussiedoodle/Aussiedoodle-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussiedoodle/Aussiedoodle-6.jpg
Aussiepom,3,3,2,3,2,3,3,4,4,3,4,4,3,3,2,2,4,4,3,3,4,4,4,2,3,2,4,5,3,4,5,No,"Friendly, Intelligent, Playful",10-15 inches,15-30 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussiepom/Aussiepom-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Aussiepom/Aussiepom-1.jpg
Australian Bernedoodle,3,1,2,3,3,4,2,4,5,4,5,3,3,3,3,3,3,3,4,3,4,4,3,3,5,3,4,4,4,4,4,No,"Friendly, Intelligent, Loyal",18-25 inches,50-70 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Bernedoodle/Australian Bernedoodle-featured.jpg,
Australian Boxherd,3,1,2,5,1,4,3,4,5,5,3,3,3,3,2,3,4,3,4,4,3,5,2,3,3,5,5,5,5,5,5,No,"Loyal, Intelligent, Energetic",18-24 inches,35-60 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Boxherd/Australian Boxherd-featured.jpg,
Australian Cattle Dog,3,2,1,4,3,4,4,4,5,3,4,2,3,3,1,4,5,4,3,4,5,5,5,4,2,4,5,5,5,5,5,Yes,Loyal / Intelligent / Tenacious,18-20 inches (male),35-50 pounds,12-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Cattle Dog/Australian Cattle Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Cattle Dog/Australian Cattle Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Cattle Dog/Australian Cattle Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Cattle Dog/Australian Cattle Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Cattle Dog/Australian Cattle Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Cattle Dog/Australian Cattle Dog-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Cattle Dog/Australian Cattle Dog-6.jpg
Australian Foxhound,3,2,2,3,2,3,3,4,5,4,4,3,3,3,3,3,4,3,3,4,3,4,2,4,4,4,5,4,5,5,5,No,"Friendly, Energetic, Intelligent",20-26 inches,45-75 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Foxhound/Australian Foxhound-featured.jpg,
Australian Kelpie,3,2,2,4,2,3,5,3,4,2,3,2,3,3,1,4,3,2,3,5,5,5,5,4,4,4,4,5,3,5,4,Yes,alert / loyal / intelligent,17-20 inches,35-50 lbs,10-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Kelpie/Australian Kelpie-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Kelpie/Australian Kelpie-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Kelpie/Australian Kelpie-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Kelpie/Australian Kelpie-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Kelpie/Australian Kelpie-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Kelpie/Australian Kelpie-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Kelpie/Australian Kelpie-6.jpg
Australian Labradoodle,3,1,2,4,2,3,3,5,5,4,5,4,3,3,2,3,3,3,4,3,3,5,1,4,3,3,5,5,4,4,5,No,"Friendly, Intelligent, Eager to Please",21-24 inches,50-65 pounds,12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Labradoodle/Australian Labradoodle-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Labradoodle/Australian Labradoodle-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Labradoodle/Australian Labradoodle-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Labradoodle/Australian Labradoodle-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Labradoodle/Australian Labradoodle-4.jpg
Australian Mountain Dog,3,1,2,4,2,4,3,4,5,4,5,3,3,4,3,2,3,3,3,3,4,5,2,1,3,3,5,5,5,5,5,No,"Loyal, Intelligent, Energetic",18-24 inches,40-65 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Mountain Dog/Australian Mountain Dog-featured.jpg,
Australian Retriever,3,1,4,3,2,4,4,4,4,4,3,3,3,3,2,3,4,4,4,3,4,4,2,3,2,4,4,5,3,5,4,No,"Friendly, Intelligent, Loyal",20-26 inches,50-80 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Retriever/Australian Retriever-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Retriever/Australian Retriever-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Retriever/Australian Retriever-2.jpg
Australian Shepherd,3,1,2,5,2,4,4,4,5,4,5,3,2,3,1,1,2,4,3,5,5,5,4,4,4,5,5,5,4,5,5,Yes,smart / work-oriented / exuberant,20-23 inches (male),50-65 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Shepherd/Australian Shepherd-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Shepherd/Australian Shepherd-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Shepherd/Australian Shepherd-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Shepherd/Australian Shepherd-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Shepherd/Australian Shepherd-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Shepherd/Australian Shepherd-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Australian Shepherd/Australian Shepherd-6.jpg
